timestamp,edges_intersection_rate,lci_intersection_rate,median_intersection_rate,uci_intersection_rate,matched_paths,total_paths
20190121,0.8581818181818182,0.7864841269841271,0.8581818181818182,0.9370808080808081,4209.0,4950.0
20190123,0.978989898989899,0.9336363636363637,0.978989898989899,0.9970160791589362,4836.0,4950.0
20190128,0.8014430014430014,0.7091284271284272,0.8014430014430014,0.8815707070707071,3954.5,4950.0
20190129,0.9431684188827045,0.8908030303030303,0.9431684188827045,0.978,4624.5,4950.0
20190130,0.7993094207379922,0.7010905998763142,0.7993094207379922,0.8941184291898577,3928.5,4950.0
20190220,0.593030303030303,0.4804646464646465,0.593030303030303,0.6955950926156467,2909.5,4950.0
20190225,0.754510410224696,0.6434898989898991,0.754510410224696,0.8277222222222221,3703.0,4950.0
20190226,0.9513131313131313,0.9063492063492063,0.9513131313131313,0.9803513708513708,4661.5,4950.0
20190227,0.9843434343434343,0.9346762586946681,0.9843434343434343,1.0,4837.0,4950.0
20190228,0.8981776953205525,0.8331767676767677,0.8981776953205525,0.9697373737373738,4425.0,4950.0
20190303,0.9083838383838383,0.8344619666048237,0.9083838383838383,0.9591552257266542,4475.0,4950.0
20190304,0.9129622758194187,0.845929292929293,0.9129622758194187,0.9623537414965986,4459.0,4950.0
20190306,0.941111111111111,0.8781043487685609,0.941111111111111,0.9918249458874459,4642.5,4950.0
20190311,0.7915151515151515,0.6744743351886209,0.7915151515151515,0.8651666666666666,3897.0,4950.0
20190312,0.9761616161616161,0.9227178932178932,0.9761616161616161,0.9999040404040404,4764.5,4950.0
20190313,0.9478787878787879,0.9031431663574521,0.9478787878787879,0.9923333333333333,4667.5,4950.0
20190314,0.9575757575757575,0.9022914862914864,0.9575757575757575,0.9923232323232323,4694.5,4950.0
20190317,0.8441314045143207,0.7531385281385282,0.8441314045143207,0.924479797979798,4131.5,4950.0
