timestamp,edges_intersection_rate,matched_paths,total_paths
20200407,0.9997782898968892,13126847,13129758
20200408,0.9995990791921415,13124511,13129775
20200409,0.997221503329611,13093281,13129762
20200412,0.9971510617666218,13101848,13139281
20200413,0.9992643000392678,13100319,13109964
20200415,0.9966463485739607,13076325,13120326
20200420,0.9970171966995266,13091435,13130601
20200421,0.9988680185305611,13116093,13130957
20200422,0.9998130603857596,13130128,13132583
20200423,0.9993955567086628,14206141,14214733
20200426,0.9936212478057048,13048581,13132349
20200427,0.9984892810252453,14130161,14151540
20200429,0.9972062542399017,14123496,14163064
20200504,0.9933315632185207,14066608,14161040
20200505,0.9998800099723161,14149478,14151176
20200506,0.9950615330271989,14085096,14155000
20200507,0.9999774639481454,14154778,14155097
20200510,0.9946982153536956,14063863,14138824
20200511,0.9966712069056164,14085106,14132149
20200513,0.9936773397543764,14042517,14131868
20200518,0.9935894038841423,14136796,14228006
20200519,0.9999619771301926,14227738,14228279
20200520,0.999977720422508,14227960,14228277
20200521,0.9992429870349845,14217519,14228290
20200524,0.9853373974346792,14050729,14259815
20200525,0.9953480013310472,14184141,14250434
20200527,0.9955957107072135,15277231,15344814
20200601,0.9868637366781439,14073720,14261057
20200602,0.9974396181285138,14219186,14255686
20200603,0.9998526207068679,14253633,14255734
20200604,0.9191636021559867,11082214,12056846
20200610,0.9536402988554687,9406994,9864300
20200615,0.9999545458173221,13155507,13156105
20200616,0.9999894360776078,15335051,15335213
20200617,0.9999845457718699,15335372,15335609
20200618,0.9999340753239307,15334673,15335684
20200621,0.9998633253006517,15333588,15335684
20200622,0.9992701592853466,16414883,16426872
20200624,0.9949087021755096,15257501,15335579
20200629,0.9958128027227158,15261117,15325287
20200630,0.9933852229915694,16306634,16415217
20200701,0.9996842933856264,16399292,16404471
20200702,0.9999194201960052,16404774,16406096
20200705,0.9984901315458643,16381294,16406065
20200706,0.998635619628488,16374083,16396454
20200708,0.996951718950939,16346473,16396454
20200713,0.9972054099377009,16338726,16384514
20200714,0.9982437282040114,16369573,16398373
20200715,0.9994193339476205,16388888,16398410
20200716,0.9995397336097817,16402509,16410062
20200719,0.9966087595111056,16352805,16408450
